timestamp_ms,rel_timestamp_ms,accel_x,accel_y,accel_z,label
1790088974345,7529,0.9781,9.5378,1.4088,Standing Still
1790088974366,7550,0.9888,9.5474,1.3944,Standing Still
1790088974387,7571,1.0002,9.5952,1.4297,Standing Still
1790088974407,7591,0.9601,9.6108,1.4309,Standing Still
1790088974431,7615,0.9781,9.5492,1.4393,Standing Still
1790088974450,7634,0.9697,9.5743,1.3795,Standing Still
1790088974472,7656,1.0403,9.5982,1.3914,Standing Still
1790088974494,7678,1.0038,9.5581,1.4710,Standing Still
1790088974513,7697,0.8632,9.5330,1.3926,Standing Still
1790088974538,7722,0.9015,9.6323,1.3591,Standing Still
1790088974556,7740,1.0193,9.6652,1.4632,Standing Still
1790088974579,7763,1.0175,9.6084,1.4883,Standing Still
1790088974599,7783,0.9655,9.5539,1.3860,Standing Still
1790088974623,7807,0.9918,9.5605,1.3657,Standing Still
1790088974640,7824,1.0301,9.6269,1.3926,Standing Still
1790088974662,7846,1.0493,9.6814,1.4357,Standing Still
1790088974683,7867,1.0110,9.6443,1.3908,Standing Still
1790088974705,7889,0.9894,9.5964,1.3801,Standing Still
1790088974725,7909,0.9511,9.6018,1.4435,Standing Still
1790088974746,7930,0.8740,9.5934,1.4518,Standing Still
1790088974769,7953,0.8680,9.5970,1.3687,Standing Still
1790088974789,7973,0.9081,9.6066,1.3292,Standing Still
1790088974812,7996,0.9206,9.6323,1.3651,Standing Still
1790088974830,8014,0.8919,9.6317,1.4100,Standing Still
1790088974852,8036,0.8931,9.5665,1.4022,Standing Still
1790088974873,8057,0.9153,9.5312,1.3304,Standing Still
1790088974895,8079,0.9523,9.5605,1.2951,Standing Still
1790088974915,8099,0.9751,9.6257,1.3448,Standing Still
1790088974938,8122,0.9458,9.6209,1.3561,Standing Still
1790088974958,8142,0.9248,9.6036,1.3208,Standing Still
1790088974981,8165,0.9511,9.5665,1.2981,Standing Still
1790088975003,8187,0.9906,9.5348,1.2903,Standing Still
1790088975022,8206,0.9966,9.5791,1.3400,Standing Still
1790088975043,8227,0.9553,9.6317,1.4052,Standing Still
1790088975066,8250,0.9320,9.6227,1.3352,Standing Still
1790088975085,8269,0.9936,9.5839,1.3460,Standing Still
1790088975107,8291,0.9906,9.6610,1.3531,Standing Still
1790088975128,8312,1.0146,9.6879,1.3077,Standing Still
1790088975149,8333,0.9888,9.5677,1.3543,Standing Still
1790088975171,8355,0.8309,9.5186,1.2951,Standing Still
1790088975191,8375,0.8632,9.6275,1.2718,Standing Still
1790088975212,8396,0.9894,9.6873,1.3460,Standing Still
1790088975232,8416,1.0038,9.6688,1.4100,Standing Still
1790088975256,8440,0.8967,9.5952,1.3370,Standing Still
1790088975276,8460,0.8961,9.5617,1.2855,Standing Still
1790088975298,8482,0.9553,9.6144,1.3573,Standing Still
1790088975320,8504,1.0205,9.6443,1.3340,Standing Still
1790088975340,8524,0.9811,9.6622,1.2461,Standing Still
1790088975362,8546,0.9488,9.6431,1.3196,Standing Still
1790088975382,8566,0.9428,9.5821,1.3149,Standing Still
1790088975403,8587,0.9224,9.5521,1.2778,Standing Still
1790088975424,8608,0.9583,9.5605,1.2317,Standing Still
1790088975445,8629,0.9870,9.5916,1.2168,Standing Still
1790088975468,8652,0.9990,9.6126,1.2473,Standing Still
1790088975488,8672,0.9858,9.6586,1.2682,Standing Still
1790088975510,8694,0.9368,9.6431,1.2921,Standing Still
1790088975529,8713,0.9488,9.6114,1.2742,Standing Still
1790088975552,8736,0.9846,9.6012,1.2491,Standing Still
1790088975573,8757,0.9697,9.6174,1.2604,Standing Still
1790088975594,8778,0.9380,9.6419,1.3047,Standing Still
1790088975615,8799,0.9344,9.6108,1.2939,Standing Still
1790088975635,8819,0.9619,9.5839,1.2156,Standing Still
1790088975657,8841,0.9799,9.5749,1.2239,Standing Still
1790088975678,8862,0.9655,9.6030,1.2670,Standing Still
